Voltage,Current,PowerFactor,Temperature,Frequency,FaultType
208,6.543773345599609,0.798810150739123,60,47,Power Factor Issue
220,10.44357082739616,0.8363354880612219,72,47,Overload Fault
132,2.9808258078424457,0.8339026135674606,63,50,Power Factor Issue
249,6.882411370217782,0.9946313670972852,45,52,Normal
120,3.5004866469398426,0.9641343059369817,66,51,Thermal Overload
169,5.2467592689005995,0.9252924653975649,53,45,Normal
211,9.373570773877997,0.9317641904038475,42,50,Normal
103,6.7601812936876655,0.8905181986006427,50,51,Voltage Fluctuation
193,5.7588828514576935,0.9867726667771297,69,51,Thermal Overload
174,5.9447627857003535,0.8740646882205904,39,53,Normal
161,6.594467684059866,0.8451294274674737,31,54,Power Factor Issue
193,9.850165438370569,0.7907588342328977,42,49,Power Factor Issue
194,10.920846889402345,0.9465514130652645,23,45,Overload Fault
251,11.553346865039282,0.9336109830188979,42,46,Voltage Fluctuation
154,9.86903386255295,0.8460887596310337,67,48,Power Factor Issue
236,5.154068957480128,0.7562983534898073,74,49,Power Factor Issue
230,8.881347060865421,0.9597493319295027,67,53,Thermal Overload
130,6.376031240553919,0.7528544958635184,20,45,Power Factor Issue
139,4.5467062204605115,0.9259249449072627,73,47,Thermal Overload
135,10.408715794259226,0.9925642774315142,44,49,Overload Fault
251,2.38426348962325,0.8594153320370509,21,47,Voltage Fluctuation
105,11.017619921354235,0.8087433512489882,49,48,Voltage Fluctuation
165,6.614774646247342,0.9262177525108455,22,47,Normal
174,8.372014768082805,0.9542820355038963,77,48,Thermal Overload
103,8.593539222057828,0.8866075790194619,40,45,Voltage Fluctuation
178,10.951177407065364,0.9917588188140365,44,52,Overload Fault
233,8.366696821672074,0.7629171804144903,39,48,Power Factor Issue
217,8.139335847600618,0.8761988995761321,68,51,Thermal Overload
212,2.6665204056068994,0.9296134868306375,71,46,Thermal Overload
193,7.18408021945204,0.9656601177872948,41,46,Normal
278,3.5016900081704163,0.7948139029769475,40,50,Voltage Fluctuation
161,9.374337687214856,0.9500008704409204,52,46,Normal
178,7.122219208126745,0.8881767689296363,71,50,Thermal Overload
235,8.802277792083533,0.8491384204974908,57,46,Power Factor Issue
125,2.416729006023843,0.7829287571447734,34,48,Power Factor Issue
278,2.847920160458032,0.9663239397272281,77,51,Voltage Fluctuation
272,9.163233880626823,0.7893183020449288,77,52,Voltage Fluctuation
143,2.7208433599867337,0.8274469648022749,65,47,Power Factor Issue
232,2.712567277652586,0.8225113829906092,71,53,Power Factor Issue
169,2.1210847523488745,0.9678535085477136,34,46,Normal
253,11.5650139829948,0.9181757485522245,65,52,Voltage Fluctuation
217,9.37508359459007,0.949170349297843,44,52,Normal
167,5.532514085020642,0.8126169746981248,40,48,Power Factor Issue
118,4.9653558128765525,0.9062185249017497,43,45,Voltage Fluctuation
119,5.497032297458496,0.8929364957859371,76,45,Voltage Fluctuation
212,9.746535311811819,0.9582075941970678,77,46,Thermal Overload
239,8.613706110704143,0.9765217651203151,24,53,Normal
146,3.8519556786746794,0.7530391928693467,25,46,Power Factor Issue
100,3.7410933533408435,0.9185049797646981,68,46,Voltage Fluctuation
189,2.983956497133973,0.7629589497799323,62,50,Power Factor Issue
241,8.603027197013382,0.887214666269339,67,51,Thermal Overload
163,9.64372662221736,0.8219081822609196,63,51,Power Factor Issue
137,4.65046428325004,0.8266941498805354,66,53,Power Factor Issue
136,2.209449610309128,0.8382396258630891,42,50,Power Factor Issue
225,2.8217166747642732,0.9053231122624026,23,52,Normal
238,11.678600348450304,0.8335124914171923,46,50,Overload Fault
199,4.954447774774202,0.9331747626475702,37,46,Normal
176,9.692231478381336,0.8511318463934674,40,45,Normal
102,8.246635688542638,0.7670883000774896,47,49,Voltage Fluctuation
260,5.819396396528959,0.9459399606210268,54,53,Voltage Fluctuation
233,4.056872621955551,0.8214395811481765,41,52,Power Factor Issue
277,3.2138641815940643,0.8581917198998157,59,48,Voltage Fluctuation
109,8.150129680388666,0.9213609708054754,42,49,Voltage Fluctuation
104,9.74633780637788,0.833114039287178,22,49,Voltage Fluctuation
250,8.439042535411307,0.7641464140366789,59,50,Power Factor Issue
237,7.303021332491583,0.8434802617532033,69,47,Power Factor Issue
271,2.419512234316363,0.9861121456735759,29,49,Voltage Fluctuation
229,11.684887775943839,0.9104335993246395,44,46,Overload Fault
112,9.987141916545745,0.9178697871668018,71,54,Voltage Fluctuation
267,4.928220367009647,0.90807053840941,68,45,Voltage Fluctuation
229,11.799703293588507,0.7997480347398592,27,45,Overload Fault
183,8.018815896363222,0.85458346602557,74,54,Thermal Overload
164,7.824226582072464,0.9377349495908296,30,51,Normal
162,9.480731794295322,0.7753432243882898,24,46,Power Factor Issue
200,10.117697880901375,0.8194631940224281,77,48,Overload Fault
172,8.564786073315027,0.8190797771164634,64,49,Power Factor Issue
116,3.2809574636620003,0.8580047318986265,72,51,Voltage Fluctuation
108,5.382675059944984,0.9950921852355463,74,46,Voltage Fluctuation
242,11.280836403260498,0.7668756366709555,56,50,Overload Fault
251,4.2461561184385195,0.8796752485951488,75,45,Voltage Fluctuation
137,5.721670238375133,0.7948411705030526,78,51,Power Factor Issue
262,6.32076882944196,0.992669136352436,64,53,Voltage Fluctuation
193,6.394049896944522,0.7783258761818661,57,49,Power Factor Issue
194,8.129395824945256,0.8509002505903978,48,49,Normal
148,11.430758377447075,0.9344712462086515,24,48,Overload Fault
168,4.40692711832505,0.9261386070068613,28,47,Normal
161,3.2150137630091806,0.8556821592234831,78,53,Thermal Overload
277,3.974704898599373,0.8366310419881795,67,49,Voltage Fluctuation
177,10.869249002092696,0.8494030946382176,21,52,Overload Fault
216,8.45810812655206,0.8160690657896599,20,53,Power Factor Issue
219,4.859067892391601,0.8013332346766999,59,49,Power Factor Issue
236,10.159469389686173,0.8707599243897225,79,54,Overload Fault
261,10.61369996363436,0.8171334390169018,70,53,Voltage Fluctuation
175,10.465143386902781,0.8218654162243125,49,46,Overload Fault
134,11.189265336395545,0.9141890158686392,30,53,Overload Fault
100,4.522410201733615,0.992134332924973,47,48,Voltage Fluctuation
139,9.550419287462784,0.9009093001398438,63,50,Normal
163,6.6053949727414,0.7692448667662416,31,50,Power Factor Issue
249,10.419985528900614,0.7688959034635168,58,50,Overload Fault
159,9.284906771616132,0.9878558052113915,45,46,Normal
163,9.764474464997246,0.8243226975768334,32,51,Power Factor Issue
192,8.561618376810715,0.7730167465206188,78,50,Power Factor Issue
171,3.774287694697069,0.8997611467875954,27,45,Normal
110,7.450269188969383,0.9059121945725666,73,46,Voltage Fluctuation
204,11.846697395245082,0.912126205029672,47,51,Overload Fault
113,11.373880664971189,0.8168505069643853,77,45,Voltage Fluctuation
159,2.4317373579701167,0.7537776710536188,49,45,Power Factor Issue
129,3.6481481572943713,0.9912538423636179,28,45,Normal
134,3.3172877345456193,0.8127232614227756,58,52,Power Factor Issue
264,9.259799099852955,0.9190065720131368,50,48,Voltage Fluctuation
104,10.17785329856945,0.9266574674696774,77,48,Voltage Fluctuation
182,4.135113663106719,0.9025018542698714,40,46,Normal
222,7.05852692951829,0.8282268485534121,75,45,Power Factor Issue
177,10.407030280112,0.8177740634410164,66,54,Overload Fault
253,9.328015447662505,0.8994170706756758,53,53,Voltage Fluctuation
161,7.422372054918483,0.9665239084029229,74,51,Thermal Overload
231,7.903476904587729,0.9866834322308489,50,48,Normal
188,7.0836054691628,0.7764764511009394,71,50,Power Factor Issue
141,4.9754845131882055,0.78870715314943,44,46,Power Factor Issue
188,7.650219928590161,0.9861840646957699,31,51,Normal
245,8.888853020500907,0.9341338070836982,20,46,Normal
139,10.733229158608077,0.9707484562074433,74,54,Overload Fault
171,8.36291353979248,0.8006581585338358,41,52,Power Factor Issue
138,9.61121537043158,0.8968964677773504,59,52,Normal
203,3.60071634954573,0.9252848986043685,56,45,Normal
113,6.6155747441978985,0.9200279713617432,66,52,Voltage Fluctuation
131,2.0933161982709327,0.8520379227166746,20,46,Normal
278,4.46678864521623,0.7538487229228271,20,50,Voltage Fluctuation
224,9.264617151130048,0.8957315142010658,76,45,Thermal Overload
265,11.918099513493635,0.8132753847949021,61,49,Voltage Fluctuation
196,2.9917809958721593,0.8625635615357226,73,51,Thermal Overload
122,6.0149431586128825,0.9893952537709543,61,54,Normal
162,10.000709686991595,0.8497588294106087,40,45,Overload Fault
242,4.040356346288989,0.9599504016661067,34,46,Normal
252,7.550849493022863,0.7971351514373128,36,51,Voltage Fluctuation
244,9.330712960296747,0.9181151245062572,41,50,Normal
152,8.15985450260179,0.9942517386097358,57,47,Normal
203,3.880247346154161,0.7754732752182342,54,54,Power Factor Issue
203,5.553845686857394,0.752079985556798,64,46,Power Factor Issue
278,9.837917844853973,0.8583956981581535,35,54,Voltage Fluctuation
138,7.542265141320167,0.7731563707628418,27,48,Power Factor Issue
278,2.0522961354291276,0.9370960874190578,66,47,Voltage Fluctuation
233,9.609907600280938,0.9786371659621398,36,51,Normal
166,2.3531135494023907,0.8585052431771897,36,52,Normal
234,9.457337827312323,0.8146779105388602,73,46,Power Factor Issue
278,4.024805601652374,0.8586008297516524,45,54,Voltage Fluctuation
141,11.580734801193802,0.9308619544625003,32,51,Overload Fault
114,5.679407513020845,0.7522635403950928,36,52,Voltage Fluctuation
210,5.2693161633807915,0.8973634973711743,57,50,Normal
256,3.488880503324447,0.9033229212218448,36,50,Voltage Fluctuation
132,5.056042154902149,0.9094220617239839,67,54,Thermal Overload
254,10.766507618282006,0.8105055199952194,33,45,Voltage Fluctuation
263,11.963343376272473,0.9285131808445317,64,48,Voltage Fluctuation
256,5.683095305068483,0.7728478715829441,25,45,Voltage Fluctuation
137,6.486106309545425,0.7998175841167002,54,48,Power Factor Issue
196,9.220709382027371,0.9693675116636205,65,46,Normal
254,10.861957804650745,0.9346807876816416,33,49,Voltage Fluctuation
132,7.930443341867841,0.7534363885028363,66,54,Power Factor Issue
185,5.915256981778294,0.8120940650924501,27,53,Power Factor Issue
165,6.126218408486237,0.8036016207482911,34,54,Power Factor Issue
109,8.956181464968068,0.8177015820092431,73,47,Voltage Fluctuation
104,2.032182636042787,0.8118899425699716,46,52,Voltage Fluctuation
222,8.195893374598407,0.7656315739357115,32,47,Power Factor Issue
173,5.5549301044135735,0.8647351291492051,68,50,Thermal Overload
196,9.941973312770843,0.9331833686965413,50,48,Normal
217,2.9299063982313216,0.901682931179359,72,52,Thermal Overload
137,7.882022669483905,0.91821791714952,75,50,Thermal Overload
240,6.809728898861238,0.7702872946340598,54,52,Power Factor Issue
258,8.423255259052274,0.9878726775441968,79,45,Voltage Fluctuation
146,2.6485359448296837,0.9596229584607562,25,50,Normal
208,7.799837874281312,0.9512725796239156,24,45,Normal
279,7.614845879595237,0.9557459512604418,41,45,Voltage Fluctuation
114,7.606600944161709,0.9831776270331903,77,52,Voltage Fluctuation
256,8.034876665964548,0.8860634915284245,68,51,Voltage Fluctuation
235,8.764679372263622,0.8000705044669065,42,47,Power Factor Issue
104,10.049889996807698,0.9041959019631353,44,50,Voltage Fluctuation
256,4.698207201282143,0.9357203734169848,53,53,Voltage Fluctuation
146,10.250494101800621,0.9344793483385063,45,51,Overload Fault
167,6.982556822634536,0.88036225604172,66,47,Thermal Overload
175,2.770582791343312,0.7671146798333945,24,50,Power Factor Issue
272,2.585509292439792,0.842778234607532,45,48,Voltage Fluctuation
229,5.342383186960608,0.9801916521158394,39,47,Normal
254,9.848969771114675,0.8961122274393565,25,53,Voltage Fluctuation
194,9.076809347409156,0.8845829858139284,25,54,Normal
214,9.886149646724064,0.8172133785955484,78,46,Power Factor Issue
263,7.172690564416094,0.8421122299791447,69,45,Voltage Fluctuation
135,6.401989979554905,0.9738365222882923,37,46,Normal
125,3.4745252670628393,0.9166157618817089,23,51,Normal
142,5.281927536093115,0.9468467566880832,36,54,Normal
126,6.340193661738753,0.8635863557669138,76,45,Thermal Overload
168,2.8860042967961723,0.9075618048640395,33,50,Normal
247,4.206119527112112,0.8120959021858019,33,51,Power Factor Issue
110,7.982252940637388,0.9263652075708716,32,53,Voltage Fluctuation
173,9.356631142391898,0.8569003334258343,26,52,Normal
203,11.983475113929497,0.8606363787036864,63,50,Overload Fault
137,11.331133313435577,0.9123305811442204,74,47,Overload Fault
233,8.425651995351915,0.9840701553672316,34,52,Normal
122,6.21248053294072,0.7660015866521552,38,51,Power Factor Issue
146,8.361773647082327,0.9561858093367519,62,47,Normal
189,9.85651618080232,0.8230957776030483,66,53,Power Factor Issue
145,3.183361909233873,0.8609798636265944,63,46,Normal
206,6.099048896962882,0.7554783321937523,54,47,Power Factor Issue
239,10.398022856356173,0.8252615194585783,36,46,Overload Fault
240,5.83832951933044,0.8756578106575326,54,45,Normal
203,7.718722712271865,0.7640440193368597,38,48,Power Factor Issue
210,7.877693608621982,0.8727739323457913,39,49,Normal
203,3.844762531336394,0.9817776572146069,55,50,Normal
159,5.622354416522883,0.7763483045269512,54,49,Power Factor Issue
270,5.3451128874193214,0.9411101820188761,51,45,Voltage Fluctuation
199,2.2619670853206477,0.8524177633439982,77,47,Thermal Overload
167,2.2419176389135522,0.9137934286310845,67,45,Thermal Overload
232,10.316970436757735,0.8150591494963073,63,49,Overload Fault
219,4.730708099728124,0.7898730656353395,59,49,Power Factor Issue
136,7.180787662388155,0.7901156535678067,43,50,Power Factor Issue
171,4.9872557358877305,0.7676229864107862,36,52,Power Factor Issue
226,11.406792451153406,0.7964116762253107,26,54,Overload Fault
205,4.5929675886577375,0.9160548462472421,62,45,Normal
191,6.296568127389351,0.970422652960877,69,48,Thermal Overload
130,10.727302504846019,0.9535314213977905,20,54,Overload Fault
221,10.419335667918087,0.921283577468621,54,45,Overload Fault
236,3.8610141784627734,0.7776079658527757,51,53,Power Factor Issue
150,10.026433097957105,0.8222968615739874,55,51,Overload Fault
128,6.581868867378926,0.8274517188306172,32,51,Power Factor Issue
139,6.829688720853552,0.8124892365994053,25,49,Power Factor Issue
140,3.3347997241594376,0.8787514149274308,77,51,Thermal Overload
110,2.8060151375712463,0.8838884537199181,33,46,Voltage Fluctuation
250,9.279393069737651,0.8392214937927776,56,48,Power Factor Issue
100,6.964611523552998,0.838447289684109,67,51,Voltage Fluctuation
145,6.3685070261517955,0.9571388994765203,34,47,Normal
200,9.295082286523968,0.9473232120799214,66,46,Thermal Overload
248,9.655128989911098,0.8269489579201864,23,54,Power Factor Issue
189,3.5890816766935356,0.9784471109683148,59,46,Normal
209,8.102251494776413,0.9882037542506266,78,45,Thermal Overload
263,3.3535408227768553,0.8316856355075102,35,49,Voltage Fluctuation
156,9.513750860290457,0.8386062371982637,47,50,Power Factor Issue
100,8.569551562671396,0.8764085383554897,35,50,Voltage Fluctuation
162,11.56614621083458,0.9852802031334184,23,53,Overload Fault
154,2.689580163564212,0.9690798582855779,64,48,Normal
214,2.570547211512543,0.7756419906458975,45,45,Power Factor Issue
267,4.821870746932001,0.848182685817854,47,50,Voltage Fluctuation
242,4.61705683735906,0.8883427974374429,51,49,Normal
248,4.469787990719999,0.875783118137885,64,54,Normal
274,11.062545805210366,0.7984657669842232,21,50,Voltage Fluctuation
152,4.4954619984950615,0.9647041927920387,50,47,Normal
236,4.71949726128631,0.9192351957492093,22,46,Normal
279,9.593982624179638,0.9594770937129509,73,50,Voltage Fluctuation
156,6.4973984245054,0.9646910698373681,27,45,Normal
216,9.767105569551813,0.937088963416435,43,51,Normal
253,2.653661575643852,0.8598026503124293,34,51,Voltage Fluctuation
268,6.875711936733843,0.9026366887538562,62,54,Voltage Fluctuation
134,2.336136001832826,0.7900913515299358,50,51,Power Factor Issue
162,2.626532034553545,0.9184113543687269,28,54,Normal
124,11.06437453344411,0.7948133139348201,58,45,Overload Fault
189,3.3924537111759516,0.9234873976275392,64,48,Normal
174,7.324206822752171,0.8073995401884921,21,51,Power Factor Issue
137,6.110956026007066,0.779387825037555,27,53,Power Factor Issue
229,5.4734332625884266,0.7913211225357394,26,49,Power Factor Issue
234,10.998333456872725,0.7504980338047675,75,46,Overload Fault
261,2.218233967754895,0.9296849044633826,63,51,Voltage Fluctuation
190,8.637896861755891,0.9331002622645947,70,54,Thermal Overload
116,11.633944342135504,0.8787333374783148,58,45,Voltage Fluctuation
227,7.60168183461842,0.790340700263846,61,51,Power Factor Issue
270,11.368224620330919,0.7708885843776725,76,50,Voltage Fluctuation
207,2.5225787928602377,0.7547822416093217,35,51,Power Factor Issue
278,6.187933190741614,0.7914370442413052,54,54,Voltage Fluctuation
251,4.601577909620511,0.9727138837457867,49,47,Voltage Fluctuation
124,9.308209649807297,0.8103842104254204,29,47,Power Factor Issue
279,11.812970904972467,0.8385678318043039,57,51,Voltage Fluctuation
187,4.565300624442478,0.7763363711203333,37,46,Power Factor Issue
260,8.541746014740745,0.8055903261870425,69,45,Voltage Fluctuation
276,3.9809763275974013,0.8798061426950513,24,53,Voltage Fluctuation
128,7.653302545716099,0.9019381707739131,72,53,Thermal Overload
162,6.639324866883362,0.8113380785415527,48,51,Power Factor Issue
249,11.72005329631537,0.7644330398062793,58,51,Overload Fault
253,8.085272726964666,0.8477582172818496,79,47,Voltage Fluctuation
255,5.495063720868188,0.8085508427315835,53,54,Voltage Fluctuation
213,3.1409578488793337,0.8048884808074505,62,46,Power Factor Issue
148,3.5124682873493454,0.9899657006783638,64,51,Normal
180,4.253169299512351,0.904075121481431,42,53,Normal
183,4.50966661340298,0.8892196107930239,24,45,Normal
204,10.506160578411379,0.8539437758808305,49,48,Overload Fault
276,7.612227882825249,0.8572360833575361,25,50,Voltage Fluctuation
247,7.233909113743664,0.8852262509595202,75,51,Thermal Overload
217,3.1476887186921747,0.9241074517590269,77,54,Thermal Overload
185,10.60139693349435,0.9255365240454574,65,51,Overload Fault
162,9.228143032084837,0.7929234769263624,63,54,Power Factor Issue
203,2.676683619000016,0.8750281880191567,23,46,Normal
148,9.078350972297686,0.8529895237585254,48,48,Normal
170,7.4353821734264605,0.9676317415673461,42,49,Normal
100,2.8172534574677828,0.9078547303045941,25,45,Voltage Fluctuation
240,6.583006415286564,0.8831260166039955,51,45,Normal
278,6.8469628713004695,0.7788486605447293,61,54,Voltage Fluctuation
222,3.6577454016327575,0.9014094723308529,37,47,Normal
161,11.456981470002823,0.7793009764200584,34,54,Overload Fault
